,Player,Span_ODI_bowl,Mat_ODI_bowl,Inns_ODI_bowl,Balls_del_ODI,Runs_given_ODI,Wkts_ODI,Ave_ODI_bowl,Econ_ODI,SR_ODI_bowl,4_W_ODI,5_W_ODI,Start_year_ODI_bowl,End_year_ODI_bowl,best_wkts_ODI,best_runs_given_ODI
845,Mohammad Zahid (PAK),6,11,11,512,391,10,39.1,4.58,51.2,0,0,1996,2002,2,20
846,D Mohammed (WI),2,7,6,353,235,10,23.5,3.99,35.3,0,0,2006,2008,3,37
847,Naimur Rahman (BDESH),7,29,24,1094,904,10,90.4,4.95,109.4,0,0,1995,2002,2,51
848,RJ Nicol (NZ),2,22,17,339,329,10,32.9,5.82,33.9,1,0,2011,2013,4,19
849,H Patel (CAN),4,23,16,409,353,10,35.3,5.17,40.9,1,0,2009,2013,4,28
850,MJG Rippon (NL),5,6,6,252,167,10,16.7,3.97,25.2,1,0,2013,2018,4,37
851,IH Romaine (BMUDA),3,35,13,326,355,10,35.5,6.53,32.6,0,0,2006,2009,2,22
852,KR Rutherford (NZ),10,121,17,389,323,10,32.3,4.98,38.9,0,0,1985,1995,2,39
853,RL Sanghvi (INDIA),0,10,10,498,399,10,39.9,4.8,49.8,0,0,1998,1998,3,29
854,Sanwar Hossain (BDESH),5,27,13,383,327,10,32.7,5.12,38.3,0,0,1998,2003,3,49
855,MD Shanaka (SL),3,22,12,282,274,10,27.4,5.82,28.2,0,1,2016,2019,5,43
856,G Sharma (INDIA),2,11,10,486,361,10,36.1,4.45,48.6,0,0,1985,1987,3,29
857,TB Sole (SCOT),1,10,10,504,387,10,38.7,4.6,50.4,1,0,2018,2019,4,15
858,MN Waller (ZIM),9,79,30,666,566,10,56.6,5.09,66.6,0,0,2009,2018,2,44
859,Ziaur Rahman (BDESH),1,13,11,390,301,10,30.1,4.63,39.0,0,1,2013,2014,5,30
860,KN Amalean (SL),2,8,8,318,207,9,23.0,3.9,35.3,1,0,1986,1988,4,46
861,MKDI Amerasinghe (SL),1,8,8,426,363,9,40.33,5.11,47.3,0,0,2007,2008,3,44
862,Amjad Javed (UAE),9,15,15,618,608,9,67.55,5.9,68.6,0,0,2008,2017,3,60
863,ML Cummins (WI),3,11,9,450,474,9,52.66,6.32,50.0,0,0,2014,2017,3,82
864,KM Curran (ZIM),4,11,10,506,398,9,44.22,4.71,56.2,0,0,1983,1987,3,65
865,MH Dekker (ZIM),4,23,12,347,290,9,32.22,5.01,38.5,0,0,1992,1996,2,16
866,GRA de Silva (SL),7,6,6,305,262,9,29.11,5.15,33.8,0,0,1975,1982,3,41
867,PLS Gamage (SL),3,9,9,402,392,9,43.55,5.85,44.6,1,0,2014,2017,4,57
868,K Gore (USA),0,7,7,300,208,9,23.11,4.16,33.3,1,0,2019,2019,4,20
869,MP Jarvis (ZIM),8,12,12,601,451,9,50.11,4.5,66.7,0,0,1987,1995,2,37
870,Javed Ahmadi (AFG),9,44,17,398,319,9,35.44,4.8,44.2,1,0,2010,2019,4,37
871,P Khadka (NEPAL),1,6,6,258,164,9,18.22,3.81,28.6,1,0,2018,2019,4,26
872,Khaliq Dad (AFG),1,6,6,252,150,9,16.66,3.57,28.0,0,0,2009,2010,3,30
873,RJ Kirtley (ENG),3,11,11,549,481,9,53.44,5.25,61.0,0,0,2001,2004,2,33
874,T Kumaran (INDIA),1,8,8,378,348,9,38.66,5.52,42.0,0,0,1999,2000,3,24
875,RP Lefebvre (NL),7,11,11,534,346,9,38.44,3.88,59.3,0,0,1996,2003,2,38
876,AS Luseno (KENYA),7,10,10,330,316,9,35.11,5.74,36.6,1,0,2003,2010,4,32
877,MW Machan (SCOT),3,23,16,402,384,9,42.66,5.73,44.6,0,0,2013,2016,3,31
878,CS MacLeod (SCOT),11,66,31,770,694,9,77.11,5.4,85.5,0,0,2008,2019,2,26
879,Mohammad Kashif (NL),4,11,11,450,410,9,45.55,5.46,50.0,0,0,2006,2010,3,42
880,Mohammad Shahzad (UAE),2,6,6,240,233,9,25.88,5.82,26.6,1,0,2014,2016,4,26
881,Mohammad Tauqir (UAE),11,11,11,491,383,9,42.55,4.68,54.5,0,0,2004,2015,2,38
882,DT Mutendera (ZIM),2,9,9,390,334,9,37.11,5.13,43.3,0,0,1999,2001,3,23
883,JL Ontong (Afr/SA),11,28,16,538,396,9,44.0,4.41,59.7,0,0,2001,2012,3,30
884,CAK Rajitha (SL),1,9,9,353,379,9,42.11,6.44,39.2,0,0,2018,2019,2,17
885,TG Shaw (SA),3,9,9,504,298,9,33.11,3.54,56.0,0,0,1991,1994,2,19
886,TAM Siriwardana (SL),4,27,21,601,547,9,60.77,5.46,66.7,0,0,2015,2019,2,27
887,Soumya Sarkar (BDESH),5,55,14,324,318,9,35.33,5.88,36.0,0,0,2014,2019,3,56
888,S Sriram (INDIA),4,8,8,324,274,9,30.44,5.07,36.0,0,0,2000,2004,3,43
889,CAH Stevenson (USA),0,4,4,186,149,9,16.55,4.8,20.6,0,0,2019,2019,3,22
890,ML Su'a (NZ),3,12,12,463,367,9,40.77,4.75,51.4,1,0,1992,1995,4,59
891,BRM Taylor (ZIM),15,193,21,396,406,9,45.11,6.15,44.0,0,0,2004,2019,3,54
892,SD Udal (ENG),11,11,11,612,400,9,44.44,3.92,68.0,0,0,1994,2005,2,37
893,RM West (IRE),1,10,9,447,279,9,31.0,3.74,49.6,1,0,2008,2009,4,26
894,D Wiese (SA),1,6,6,294,316,9,35.11,6.44,32.6,0,0,2015,2016,3,50
895,HS Williams (SA),1,7,7,329,228,9,25.33,4.15,36.5,0,0,1999,2000,3,38
896,KOK Williams (WI),1,8,7,330,293,9,32.55,5.32,36.6,1,0,2017,2018,4,43
897,B Wood (ENG),10,13,10,420,224,9,24.88,3.2,46.6,0,0,1972,1982,2,14
898,RA Woolmer (ENG),4,6,6,321,260,9,28.88,4.85,35.6,0,0,1972,1976,3,33
899,Abdur Rauf (PAK),0,4,4,214,212,8,26.5,5.94,26.7,0,0,2008,2008,3,24
900,RG Aga (KENYA),10,12,11,402,320,8,40.0,4.77,50.2,0,0,2004,2014,2,17
901,AC Agar (AUS),3,9,9,432,414,8,51.75,5.75,54.0,0,0,2015,2018,2,48
902,SL Campbell (WI),7,90,8,196,170,8,21.25,5.2,24.5,1,0,1994,2001,4,30
903,RP de Groen (NZ),1,12,12,549,478,8,59.75,5.22,68.6,0,0,1993,1994,2,34
904,Dolar Mahmud (BDESH),1,7,7,210,258,8,32.25,7.37,26.2,1,0,2008,2009,4,28
905,SF Graf (AUS),1,11,10,522,345,8,43.12,3.96,65.2,0,0,1980,1981,2,23
906,EJ Gray (NZ),4,10,9,386,286,8,35.75,4.44,48.2,0,0,1984,1988,2,26
907,Hasan Jamil (PAK),1,6,5,232,154,8,19.25,3.98,29.0,0,0,1977,1978,3,18
908,BC Hollioake (ENG),5,20,17,642,532,8,66.5,4.97,80.2,0,0,1997,2002,2,37
909,Irfan Ahmed (HKG),6,6,6,290,299,8,37.37,6.18,36.2,0,0,2008,2014,3,51
910,Izatullah Dawlatzai (AFG),5,5,5,210,146,8,18.25,4.17,26.2,1,0,2010,2015,4,38
911,DPMD Jayawardene (Asia/SL),17,448,28,593,563,8,70.37,5.69,74.1,0,0,1998,2015,2,56
912,MO Jones (BMUDA),1,12,12,458,482,8,60.25,6.31,57.2,0,0,2006,2007,2,25
913,Junaid Siddique (UAE),0,3,3,171,147,8,18.37,5.15,21.3,0,0,2019,2019,3,37
914,AR Kapoor (INDIA),5,17,17,900,612,8,76.5,4.08,112.5,0,0,1995,2000,2,33
915,JF Kloppenburg (NL),1,6,6,242,191,8,23.87,4.73,30.2,1,0,2002,2003,4,42
916,MKGCP Lakshitha (SL),1,7,7,300,254,8,31.75,5.08,37.5,0,0,2002,2003,2,34
917,TJ Laughlin (AUS),1,6,6,308,224,8,28.0,4.36,38.5,0,0,1978,1979,3,54
918,CH Lloyd (WI),12,87,10,358,210,8,26.25,3.51,44.7,0,0,1973,1985,2,4
919,ACI Lock (ZIM),0,8,7,289,219,8,27.37,4.54,36.1,0,1,1996,1996,5,44
920,JFM Morrison (NZ),8,18,7,283,199,8,24.87,4.21,35.3,0,0,1975,1983,3,24
921,PWA Mulder (SA),2,10,10,318,308,8,38.5,5.81,39.7,0,0,2017,2019,2,59
922,Naved Anjum (PAK),8,13,12,472,344,8,43.0,4.37,59.0,0,0,1984,1992,2,27
923,Nawroz Mangal (AFG),7,49,16,293,235,8,29.37,4.81,36.6,0,0,2009,2016,3,35
924,R Ngarava (ZIM),1,9,9,377,409,8,51.12,6.5,47.1,0,0,2017,2018,2,37
925,A Nortje (SA),0,4,4,189,150,8,18.75,4.76,23.6,0,0,2019,2019,3,57
926,NM Odhiambo (KENYA),3,8,7,318,256,8,32.0,4.83,39.7,0,0,2010,2013,3,48
927,SG Peall (ZIM),4,21,19,900,678,8,84.75,4.52,112.5,0,0,1992,1996,3,54
928,V Permaul (WI),5,7,7,331,271,8,33.87,4.91,41.3,0,0,2012,2017,3,40
929,MW Priest (NZ),8,18,17,752,590,8,73.75,4.7,94.0,0,0,1990,1998,2,27
930,Qadeer Ahmed (UAE),4,11,11,516,467,8,58.37,5.43,64.5,0,0,2015,2019,2,38
931,HP Rinke (ZIM),0,18,12,277,273,8,34.12,5.91,34.6,0,0,2006,2006,2,11
932,GR Robertson (AUS),4,13,13,597,430,8,53.75,4.32,74.6,0,0,1994,1998,3,29
933,GA Rogers (SCOT),2,13,11,512,409,8,51.12,4.79,64.0,0,0,2006,2008,2,22
934,BM Scholtz (NAM),0,5,5,224,131,8,16.37,3.5,28.0,1,0,2019,2019,4,27
935,RG Sharma (INDIA),12,221,38,593,515,8,64.37,5.21,74.1,0,0,2007,2019,2,27
936,AM Stuart (AUS),0,3,3,180,109,8,13.62,3.63,22.5,0,1,1997,1997,5,26
937,CEL Stuart (WI),0,5,5,258,205,8,25.62,4.76,32.2,0,1,2001,2001,5,44
938,SR Taylor (USA),0,9,7,229,170,8,21.25,4.45,28.6,1,0,2019,2019,4,23
939,SN Thakur (INDIA),2,7,7,323,339,8,42.37,6.29,40.3,1,0,2017,2019,4,52
940,JD Unadkat (INDIA),0,7,7,312,209,8,26.12,4.01,39.0,1,0,2013,2013,4,41
941,T van der Gugten (NL),1,4,4,126,85,8,10.62,4.04,15.7,0,1,2012,2013,5,24
942,RJ van Vuuren (NAM),0,5,5,300,298,8,37.25,5.96,37.5,0,1,2003,2003,5,43
943,BGK Walker (NZ),2,11,11,438,417,8,52.12,5.71,54.7,0,0,2000,2002,2,43
944,B Warnapura (SL),7,12,9,414,316,8,39.5,4.57,51.7,0,0,1975,1982,3,42
945,VJ Wells (ENG),0,9,8,220,189,8,23.62,5.15,27.5,0,0,1999,1999,3,30
946,BM Wheeler (NZ),0,6,6,309,315,8,39.37,6.11,38.6,0,0,2015,2015,3,63
947,SG Whittingham (SCOT),2,5,5,251,224,8,28.0,5.35,31.3,0,0,2017,2019,3,58
948,RGCE Wijesuriya (SL),3,8,8,312,287,8,35.87,5.51,39.0,0,0,1982,1985,2,25
949,NS Yadav (INDIA),1,7,7,330,228,8,28.5,4.14,41.2,0,0,1986,1987,2,18
950,S Abid Ali (INDIA),1,5,5,336,187,7,26.71,3.33,48.0,0,0,1974,1975,2,22
951,Aminul Islam (BDESH),14,39,19,412,411,7,58.71,5.98,58.8,0,0,1988,2002,3,57
952,Asif Mujtaba (PAK),10,66,28,756,658,7,94.0,5.22,108.0,0,0,1986,1996,2,38
953,KBJ Azad (INDIA),6,25,11,390,273,7,39.0,4.2,55.7,0,0,1980,1986,2,48
954,SB Bangar (INDIA),2,15,14,442,384,7,54.85,5.21,63.1,0,0,2002,2004,2,39
955,OAC Banks (WI),2,5,5,270,189,7,27.0,4.2,38.5,0,0,2003,2005,2,24
956,BS Bedi (INDIA),5,10,10,590,340,7,48.57,3.45,84.2,0,0,1974,1979,2,44
957,RE Bryson (SA),0,7,7,378,323,7,46.14,5.12,54.0,0,0,1997,1997,2,34
958,RP Burl (ZIM),2,18,10,210,207,7,29.57,5.91,30.0,1,0,2017,2019,4,32
959,BE Congdon (NZ),5,11,10,437,287,7,41.0,3.94,62.4,0,0,1973,1978,2,17
960,GJ Crocker (ZIM),1,6,6,238,208,7,29.71,5.24,34.0,1,0,1992,1993,4,26
961,AB de Villiers (Afr/SA),13,228,9,192,202,7,28.85,6.31,27.4,0,0,2005,2018,2,15
962,DAG Fletcher (ZIM),0,6,6,301,221,7,31.57,4.4,43.0,1,0,1983,1983,4,42
963,AS Hansra (CAN),4,24,18,445,413,7,59.0,5.56,63.5,0,0,2010,2014,3,27
964,CW Henderson (SA),0,4,4,217,132,7,18.85,3.64,31.0,1,0,2001,2001,4,17
965,MC Henriques (AUS),8,11,10,354,306,7,43.71,5.18,50.5,0,0,2009,2017,3,32
966,AG Huckle (ZIM),2,19,18,858,661,7,94.42,4.62,122.5,0,0,1997,1999,2,27
967,Javed Miandad (PAK),21,233,12,436,297,7,42.42,4.08,62.2,0,0,1975,1996,2,22
968,SP Jones (ENG),1,8,7,348,275,7,39.28,4.74,49.7,0,0,2004,2005,2,43
969,Kamran Shazad (UAE),1,4,4,222,209,7,29.85,5.64,31.7,0,0,2014,2015,3,41
970,JJ Krejza (AUS),0,8,8,425,331,7,47.28,4.67,60.7,0,0,2011,2011,2,28
971,Krishna Chandran (UAE),2,12,11,418,431,7,61.57,6.18,59.7,0,0,2014,2016,3,45
972,ML Lewis (AUS),1,7,7,341,391,7,55.85,6.87,48.7,0,0,2005,2006,3,56
973,Mahbubul Alam (BDESH),0,5,5,222,280,7,40.0,7.56,31.7,0,0,2009,2009,2,42
974,B Mavuta (ZIM),1,7,7,276,266,7,38.0,5.78,39.4,0,0,2018,2019,2,30
975,Mominul Haque (BDESH),6,28,12,234,190,7,27.14,4.87,33.4,0,0,2012,2018,2,13
976,EA Moseley (WI),1,9,8,330,278,7,39.71,5.05,47.1,0,0,1990,1991,2,52
977,C Munro (NZ),6,57,25,552,481,7,68.71,5.22,78.8,0,0,2013,2019,2,10
978,T Muzarabani (ZIM),1,8,8,323,262,7,37.42,4.86,46.1,0,0,2015,2016,2,32
979,AK Patel (INDIA),1,8,6,360,263,7,37.57,4.38,51.4,0,0,1984,1985,3,43
980,NK Patel (USA),0,6,5,132,101,7,14.42,4.59,18.8,0,0,2019,2019,2,11
981,KP Pietersen (ENG/ICC),9,136,23,400,370,7,52.85,5.55,57.1,0,0,2004,2013,2,22
982,AM Samad (CAN),6,27,14,235,281,7,40.14,7.17,33.5,0,0,2003,2009,1,8
983,KD Shah (HKG),4,10,3,110,79,7,11.28,4.3,15.7,1,0,2014,2018,4,10
984,OA Shah (ENG),8,71,10,193,184,7,26.28,5.72,27.5,0,0,2001,2009,3,15
985,Shahid Mahboob (PAK),2,10,10,540,382,7,54.57,4.24,77.1,0,0,1982,1984,1,23
986,BB Sran (INDIA),0,6,6,302,269,7,38.42,5.34,43.1,0,0,2016,2016,3,56
987,B Stanlake (AUS),2,7,7,354,324,7,46.28,5.49,50.5,0,0,2017,2019,3,35
988,GB Stevenson (ENG),1,4,4,192,125,7,17.85,3.9,27.4,1,0,1980,1981,4,33
989,CP Tremain (AUS),0,4,4,240,255,7,36.42,6.37,34.2,0,0,2016,2016,3,64
990,TE Tucker (BMUDA),1,5,5,174,157,7,22.42,5.41,24.8,1,0,2008,2009,4,56
991,SL Watkin (ENG),0,4,4,221,193,7,27.57,5.23,31.5,1,0,1994,1994,4,49
992,B Yardley (AUS),5,7,5,198,130,7,18.57,3.93,28.2,0,0,1978,1983,3,28
993,Zaheer Abbas (PAK),11,62,12,280,223,7,31.85,4.77,40.0,0,0,1974,1985,2,26
994,Zeeshan Maqsood (OMAN),0,5,5,264,147,7,21.0,3.34,37.7,0,0,2019,2019,3,35
995,Aqib Ilyas (OMAN),0,5,5,138,80,6,13.33,3.47,23.0,0,0,2019,2019,2,32
996,Athar Ali Khan (BDESH),10,19,15,420,365,6,60.83,5.21,70.0,0,0,1988,1998,2,33
997,ID Austin (ENG),1,9,9,475,360,6,60.0,4.54,79.1,0,0,1998,1999,2,25
998,Azhar Saeed (UAE),2,7,7,271,213,6,35.5,4.71,45.1,0,0,1994,1996,3,45
999,IR Bell (ENG),11,161,6,88,88,6,14.66,6.0,14.6,0,0,2004,2015,3,9
1000,Bilawal Bhatti (PAK),2,10,10,409,439,6,73.16,6.44,68.1,0,0,2013,2015,3,37
1001,GE Bradburn (NZ),11,11,10,385,318,6,53.0,4.95,64.1,0,0,1990,2001,2,18
1002,LJ Burger (NAM),0,6,6,330,297,6,49.5,5.4,55.0,0,0,2003,2003,3,39
1003,N Deonarine (WI),10,31,20,501,475,6,79.16,5.68,83.5,0,0,2005,2015,2,18
1004,LHD Dilhara (SL),8,9,8,330,261,6,43.5,4.74,55.0,0,0,2005,2013,2,30
1005,SF Dukanwala (UAE),0,5,4,198,153,6,25.5,4.63,33.0,0,1,1996,1996,5,29
1006,Fahad Alhashmi (UAE),7,5,5,224,202,6,33.66,5.41,37.3,0,0,2008,2015,2,39
1007,KHRK Fernando (SL),4,7,7,234,159,6,26.5,4.07,39.0,0,0,2002,2006,3,12
1008,SC Getkate (IRE),0,3,3,162,120,6,20.0,4.44,27.0,0,0,2019,2019,2,30
1009,JOA Gordon (CAN),2,5,5,204,191,6,31.83,5.61,34.0,0,0,2012,2014,3,26
1010,MD Gunathilaka (SL),4,38,18,306,296,6,49.33,5.8,51.0,0,0,2015,2019,3,48
1011,RO Hinds (WI),3,14,12,407,350,6,58.33,5.15,67.8,0,0,2001,2004,2,19
1012,Imran Farhat (PAK),12,58,8,116,110,6,18.33,5.68,19.3,0,0,2001,2013,3,10
1013,MMA Jonkman (NL),3,4,4,136,113,6,18.83,4.98,22.6,0,0,2007,2010,3,22
1014,Karim Sadiq (AFG),7,24,12,320,201,6,33.5,3.76,53.3,0,0,2009,2016,2,10
1015,J Kila (PNG),1,6,6,199,135,6,22.5,4.07,33.1,0,0,2018,2019,3,27
1016,PN Kirsten (SA),3,40,8,183,152,6,25.33,4.98,30.5,0,0,1991,1994,3,31
1017,BP Loots (NL),1,7,7,280,287,6,47.83,6.15,46.6,0,0,2010,2011,3,16
1018,PE McEwan (NZ),5,17,10,420,353,6,58.83,5.04,70.0,0,0,1980,1985,2,29
1019,SCG MacGill (AUS),0,3,3,180,105,6,17.5,3.5,30.0,1,0,2000,2000,4,19
1020,KA Maharaj (SA),1,4,4,187,166,6,27.66,5.32,31.1,0,0,2017,2018,3,25
1021,KO Meth (ZIM),6,11,9,406,419,6,69.83,6.19,67.6,0,0,2006,2012,2,52
1022,PL Mommsen (SCOT),7,44,6,132,130,6,21.66,5.9,22.0,0,0,2010,2017,3,26
1023,CT Mutombodzi (ZIM),2,11,9,311,278,6,46.33,5.36,51.8,0,0,2013,2015,2,33
1024,Naveen-ul-Haq (AFG),3,4,4,212,201,6,33.5,5.68,35.3,0,0,2016,2019,3,60
1025,EO Odumbe (KENYA),0,8,7,137,137,6,22.83,6.0,22.8,0,0,1996,1996,2,8
1026,TK Patel (USA),0,5,4,192,114,6,19.0,3.56,32.0,0,0,2019,2019,2,25
1027,MJR Rindel (SA),5,22,12,270,242,6,40.33,5.37,45.0,0,0,1994,1999,2,15
1028,GK Robertson (NZ),8,10,10,498,321,6,53.5,3.86,83.0,0,0,1981,1989,2,29
1029,BG Rogers (ZIM),3,15,9,324,321,6,53.5,5.94,54.0,0,0,2002,2005,2,55
1030,Saeed Anwar (PAK),14,247,13,242,191,6,31.83,4.73,40.3,0,0,1989,2003,2,9
1031,Saiful Islam (BDESH),7,7,7,303,256,6,42.66,5.06,50.5,1,0,1990,1997,4,36
1032,R Sharma (INDIA),1,4,4,206,177,6,29.5,5.15,34.3,0,0,2011,2012,3,43
1033,CEW Silverwood (ENG),5,7,7,306,244,6,40.66,4.78,51.0,0,0,1996,2001,3,43
1034,NMK Smith (ENG),0,7,6,261,190,6,31.66,4.36,43.5,0,0,1996,1996,3,29
1035,G Snyman (NAM),0,5,5,288,281,6,46.83,5.85,48.0,0,0,2003,2003,3,69
1036,JH Stander (SCOT),3,5,4,150,166,6,27.66,6.64,25.0,0,0,2009,2012,2,25
1037,DA Stirling (NZ),0,6,6,246,207,6,34.5,5.04,41.0,0,0,1984,1984,2,29
1038,Taijul Islam (BDESH),5,6,6,342,220,6,36.66,3.85,57.0,1,0,2014,2019,4,11
1039,Talha Jubair (BDESH),1,6,6,204,255,6,42.5,7.5,34.0,1,0,2002,2003,4,65
1040,HP Tillakaratne (SL),17,200,15,180,141,6,23.5,4.7,30.0,0,0,1986,2003,1,3
1041,AC Voges (AUS),6,31,15,301,276,6,46.0,5.5,50.1,0,0,2007,2013,1,3
1042,KPJ Warnaweera (SL),3,6,6,294,200,6,33.33,4.08,49.0,0,0,1990,1993,2,24
1043,K Weeraratne (SL),8,15,14,480,385,6,64.16,4.81,80.0,0,0,2000,2008,3,46
1044,Jai P Yadav (INDIA),3,12,10,396,326,6,54.33,4.93,66.0,0,0,2002,2005,2,32
1045,Zahid Shah (UAE),0,2,2,120,98,6,16.33,4.9,20.0,0,0,2008,2008,3,49
1046,Abu Jayed (BDESH),0,2,2,108,114,5,22.8,6.33,21.6,0,1,2019,2019,5,58
1047,Asif Masood (PAK),3,7,7,402,234,5,46.8,3.49,80.4,0,0,1973,1976,2,9
1048,ST Banerjee (INDIA),1,6,6,240,202,5,40.4,5.05,48.0,0,0,1991,1992,3,30
1049,GJ Batty (ENG),7,10,9,440,366,5,73.2,4.99,88.0,0,0,2002,2009,2,40
1050,A Bhandari (INDIA),4,2,2,106,106,5,21.2,6.0,21.2,0,0,2000,2004,3,31
1051,Bilal Asif (PAK),0,3,3,132,96,5,19.2,4.36,26.4,0,1,2015,2015,5,25
1052,G Boycott (ENG),10,36,6,168,105,5,21.0,3.75,33.6,0,0,1971,1981,2,14
1053,D Brown (WI),1,3,3,150,124,5,24.8,4.96,30.0,0,0,2001,2002,3,21
1054,MG Burmester (ZIM),3,8,7,209,213,5,42.6,6.11,41.8,0,0,1992,1995,3,36
1055,IW Callen (AUS),4,5,4,180,148,5,29.6,4.93,36.0,0,0,1978,1982,3,24
1056,J Cameron-Dow (IRE),0,4,4,186,151,5,30.2,4.87,37.2,0,0,2019,2019,3,32
1057,TK Canning (NZ),2,4,4,204,203,5,40.6,5.97,40.8,0,0,2003,2005,2,30
1058,NM Carter (SCOT),0,3,3,175,132,5,26.4,4.52,35.0,0,0,2013,2013,3,27
1059,NGB Cook (ENG),5,3,3,144,95,5,19.0,3.95,28.8,0,0,1984,1989,2,18
1060,DJ Cullinan (SA),7,138,9,174,124,5,24.8,4.27,34.8,0,0,1993,2000,2,30
1061,BCJ Cutting (AUS),1,4,4,216,158,5,31.6,4.38,43.2,0,0,2013,2014,3,45
1062,PC de Silva (SL),3,7,7,316,256,5,51.2,4.86,63.2,0,0,2014,2017,2,29
1063,NR Dyer (SCOT),0,5,3,156,117,5,23.4,4.5,31.2,0,0,1999,1999,2,26
1064,Elias Sunny (BDESH),1,4,4,204,161,5,32.2,4.73,40.8,0,0,2011,2012,2,21
1065,GM Ewing (ZIM),1,7,7,312,236,5,47.2,4.53,62.4,0,0,2004,2005,3,31
1066,Fareed Ahmad (AFG),3,5,4,150,143,5,28.6,5.72,30.0,0,0,2014,2017,3,65
1067,Fawad Alam (PAK),8,38,13,398,377,5,75.4,5.68,79.6,0,0,2007,2015,1,8
1068,MVT Fernando (SL),2,8,8,297,337,5,67.4,6.8,59.4,0,0,2017,2019,1,35
1069,WT Gavera (PNG),3,4,4,192,160,5,32.0,5.0,38.4,0,0,2014,2017,3,49
1070,Gholam Nousher (BDESH),4,9,9,408,314,5,62.8,4.61,81.6,0,0,1986,1990,1,27
1071,RC Haynes (WI),2,8,7,270,224,5,44.8,4.97,54.0,0,0,1989,1991,2,36
1072,TJ Heggelman (NL),1,5,3,102,86,5,17.2,5.05,20.4,0,0,2010,2011,3,29
1073,IG Holland (USA),0,4,4,138,100,5,20.0,4.34,27.6,0,0,2019,2019,3,11
1074,RO Hurley (WI),1,9,7,378,313,5,62.6,4.96,75.6,0,0,2003,2004,1,25
1075,Ijaz Ahmed (PAK),14,250,28,637,476,5,95.2,4.48,127.4,0,0,1986,2000,2,31
1076,Jasdeep Singh (USA),0,4,4,114,104,5,20.8,5.47,22.8,1,0,2019,2019,4,51
1077,Jay Odedra (OMAN),0,2,2,120,82,5,16.4,4.1,24.0,1,0,2019,2019,4,34
1078,S Jeganathan (SL),5,5,5,276,208,5,41.6,4.52,55.2,0,0,1983,1988,2,45
1079,D Joseph (CAN),0,4,4,186,170,5,34.0,5.48,37.2,0,0,2003,2003,2,42
1080,Karan KC (NEPAL),1,5,5,234,199,5,39.8,5.1,46.8,0,0,2018,2019,2,31
1081,RJ Kennedy (NZ),0,7,7,312,283,5,56.6,5.44,62.4,0,0,1996,1996,2,36
1082,SC Kuggeleijn (NZ),0,2,2,84,58,5,11.6,4.14,16.8,0,0,2017,2017,3,41
1083,JB Little (IRE),0,4,4,216,262,5,52.4,7.27,43.2,1,0,2019,2019,4,45
1084,SW Lubbers (NL),0,4,4,216,187,5,37.4,5.19,43.2,0,0,1996,1996,3,48
1085,MAWR Madurasinghe (SL),4,12,11,480,358,5,71.6,4.47,96.0,0,0,1988,1992,1,11
1086,Manzoor Akhtar (PAK),1,7,6,199,184,5,36.8,5.54,39.8,1,0,1997,1998,4,50
1087,Mohammad Hasnain (PAK),0,5,5,246,303,5,60.6,7.39,49.2,0,0,2019,2019,2,52
1088,Mohammad Khalil (PAK),0,3,3,144,144,5,28.8,6.0,28.8,0,0,2005,2005,2,55
1089,HJC Mol (NL),6,11,7,182,149,5,29.8,4.91,36.4,0,0,2002,2008,2,17
1090,J Mulder (IRE),0,4,4,186,155,5,31.0,5.0,37.2,0,0,2017,2017,3,57
1091,Nadeem Ghauri (PAK),0,6,6,342,230,5,46.0,4.03,68.4,0,0,1990,1990,2,51
1092,Naseer Malik (PAK),0,3,3,180,98,5,19.6,3.26,36.0,0,0,1975,1975,2,37
1093,BP Nash (WI),1,9,6,294,224,5,44.8,4.57,58.8,0,0,2008,2009,3,56
1094,Nazmul Islam (BDESH),0,5,5,264,224,5,44.8,5.09,52.8,0,0,2018,2018,2,38
1095,TS Nethula (NZ),0,5,5,264,249,5,49.8,5.65,52.8,0,0,2012,2012,2,41
1096,LN Oluoch (KENYA),0,2,2,96,79,5,15.8,4.93,19.2,0,0,2011,2011,3,41
1097,ARM Opatha (SL),4,5,5,253,180,5,36.0,4.26,50.6,0,0,1975,1979,3,31
1098,SMA Priyanjan (SL),2,23,14,265,233,5,46.6,5.27,53.0,0,0,2013,2015,2,11
1099,Qaiser Ali (CAN),2,17,6,182,132,5,26.4,4.35,36.4,0,0,2006,2008,3,28
1100,DB Rundle (SA),0,2,2,96,95,5,19.0,5.93,19.2,1,0,1994,1994,4,42
1101,Saleem Altaf (PAK),5,6,6,285,151,5,30.2,3.17,57.0,0,0,1973,1978,2,7
1102,IDK Salisbury (ENG),1,4,4,186,177,5,35.4,5.7,37.2,0,0,1993,1994,3,41
1103,TAP Sekhar (INDIA),2,4,4,156,128,5,25.6,4.92,31.2,0,0,1983,1985,3,23
1104,JJ Smit (NAM),0,5,5,156,120,5,24.0,4.61,31.2,0,0,2019,2019,3,21
1105,RS Sodhi (INDIA),2,18,14,462,365,5,73.0,4.74,92.4,0,0,2000,2002,2,31
1106,RD Steede (BMUDA),2,8,8,312,257,5,51.4,4.94,62.4,0,0,2006,2008,1,21
1107,Sunzamul Islam (BDESH),1,3,3,150,79,5,15.8,3.16,30.0,0,0,2017,2018,2,22
